timestamp,c,h,l,o
2020-01-13T06:00:00Z,49.8719555483,49.9440848203,49.7707126163,49.839741493
2020-01-13T07:00:00Z,50.0121288901,50.0589838364,49.8434507868,49.8996311136
2020-01-13T08:00:00Z,50.0692061506,50.1226492577,49.8371630802,49.992390642
2020-01-13T09:00:00Z,49.9089294229,50.1716196833,49.9089294229,50.0483488926
2020-01-13T10:00:00Z,50.2400675469,50.2400675469,49.9594765738,49.9973565842
2020-01-13T11:00:00Z,50.1697766725,50.5377383233,50.1334576594,50.4185988031
2020-01-13T12:00:00Z,49.8711836198,50.1855260387,49.7810406274,50.1821481708
2020-01-13T13:00:00Z,49.1354506465,49.9018381096,49.1354506465,49.8729994219
2020-01-13T14:00:00Z,49.1882273877,49.4277072175,48.9473655026,49.4277072175
2020-01-13T15:00:00Z,49.3159659932,49.4394445546,49.1529646095,49.2484022716
2020-01-13T16:00:00Z,49.4872549988,49.5379023893,49.1809689904,49.321042668
2020-01-13T17:00:00Z,49.5524610449,49.8461396683,49.5033619564,49.579285217
2020-01-13T18:00:00Z,49.6082821978,49.6882201527,49.4723218339,49.5174423488
2020-01-13T19:00:00Z,49.7519122236,49.8621402747,49.6490548922,49.6490548922
2020-01-13T20:00:00Z,49.8154272355,50.1560411756,49.8154272355,49.8407685583
2020-01-13T21:00:00Z,49.9178431868,49.9964868273,49.809091338,49.8121595724
2020-01-13T22:00:00Z,49.5983287335,49.979179814,49.5983287335,49.9153867151
2020-01-13T23:00:00Z,49.6998061078,49.7835376651,49.6565088457,49.6565088457
2020-01-14T00:00:00Z,50.6217963867,50.6618813434,49.6912765204,49.6912765204
2020-01-14T01:00:00Z,52.5633874119,52.7733814821,50.6003905392,50.6003905392
2020-01-14T02:00:00Z,52.2885283729,52.5580717837,52.2860129685,52.5580717837
2020-01-14T03:00:00Z,53.4125086272,53.4125086272,52.5063838444,52.5866919119
2020-01-14T04:00:00Z,53.4278830443,53.5354016419,53.1236393509,53.5354016419
2020-01-14T05:00:00Z,53.385936911,53.5274379133,53.2842108423,53.357849548
2020-01-14T06:00:00Z,53.32284089,53.4265199738,53.0229854595,53.2545581854
2020-01-14T07:00:00Z,53.5134800135,53.804830679,53.3601866318,53.3601866318
2020-01-14T08:00:00Z,53.5925348508,53.6820780159,53.4011328415,53.5490952276
2020-01-14T09:00:00Z,53.4723824646,54.2925401166,53.4723824646,53.6839251921
2020-01-14T10:00:00Z,53.8238379018,53.8238379018,53.4763582917,53.6538124097
2020-01-14T11:00:00Z,54.3961851583,54.4159158856,53.845238636,53.9136655493
2020-01-14T12:00:00Z,54.1907159371,54.6528615417,53.9611609791,54.3835972071
2020-01-14T13:00:00Z,55.5453847827,55.5453847827,54.1537165188,54.1537165188
